address,floor,area,rent,price,date,kr_sqm,change,sqm,rooms
Torsgatan 68,4.0,"Vasastan - Röda Bergen,",3599.0,7450000.0,2020-03-18,90854.0,8.0,82.0,3.0
Kungsklippan 12,7.0,"Kungsholmen/Kungsholmstorg,",2778.0,3370000.0,2020-03-18,99118.0,17.0,34.0,1.0
Gjörwellsgatan 15,6.0,"Kungsholmen Marieberg,",3686.0,4260000.0,2020-03-18,74737.0,7.0,57.0,3.0
Skeppargatan 79,2.0,"Nedre Gärdet / Östermalm,",1546.0,2870000.0,2020-03-18,98966.0,6.0,29.0,1.0
Sigtunagatan 11,3.0,"Vasastan,",5711.0,10925000.0,2020-03-18,107108.0,12.0,102.0,4.0
Torsplan 8,9.0,"Vasastan Hagastaden,",3593.0,6250000.0,2020-03-18,109649.0,4.0,57.0,2.0
Smedsbacksgatan 20,5.0,"Gärdet,",2939.0,3325000.0,2020-03-18,85256.0,7.0,39.0,2.0
Sofiagatan 1,4.0,"Katarina/Sofia Nytorget,",1496.0,3300000.0,2020-03-18,100000.0,14.0,33.0,1.0
Grindsgatan 31,4.0,"Katarina/Sofia,",1276.0,2310000.0,2020-03-18,110000.0,16.0,21.0,1.0
Drakenbergsgatan 8,3.0,"Södermalm,",3533.0,5500000.0,2020-03-18,64706.0,12.0,85.0,3.0
Banérgatan 79,4.0,"Gärdet / Östermalm,",2138.0,4820000.0,2020-03-18,86071.0,7.0,56.0,2.0
Torsgatan 70,4.0,"Vasastan Rödabergen,",1922.0,3090000.0,2020-03-18,99677.0,12.0,31.0,1.0
Karlbergsvägen 84A,4.0,"Vasastan,",3549.0,5760000.0,2020-03-18,90000.0,11.0,64.0,2.0
Rörstrandsgatan 18,5.0,"Vasastan,",4341.0,15100000.0,2020-03-18,109420.0,9.0,138.0,4.0
Markvardsgatan 6,2.0,"Vasastan,",1660.0,3610000.0,2020-03-18,106176.0,21.0,34.0,1.0
Drottningholmsvägen 31,4.0,"Kungsholmen,",2723.0,4310000.0,2020-03-18,75614.0,8.0,57.0,2.0
Nina Einhorns Gata 6,6.0,"Hagastaden,",2296.0,3475000.0,2020-03-18,102206.0,2.0,34.0,2.0
Torsgatan 68,3.0,"Vasastan - Röda Bergen,",1160.0,2750000.0,2020-03-18,105769.0,10.0,26.0,1.0
Surbrunnsgatan 13,2.0,"Östermalm / Vasastan,",4015.0,9110000.0,2020-03-18,102360.0,11.0,89.0,4.0
Hagagatan 8,3.0,"Vasastan,",2561.0,5950000.0,2020-03-18,106250.0,13.0,56.0,2.0
Ekehjelmstorget 8,2.0,"Södermalm- Mariaberget,",2083.0,5000000.0,2020-03-18,84746.0,11.0,59.0,2.0
Rörstrandsgatan 15,5.0,"Vasastan,",5333.0,9650000.0,2020-03-18,96500.0,4.0,100.0,3.0
Gyllenborgsgatan 18,4.0,"Kungsholmen,",1524.0,2800000.0,2020-03-18,100000.0,12.0,28.0,1.0
Beckbrännarbacken 7,3.0,"Sofia,",1142.0,2980000.0,2020-02-13,114615.0,15.0,26.0,1.0
Folkungagatan 69,2.0,"Katarina,",2995.0,8000000.0,2020-02-13,78431.0,20.0,102.0,4.0
Renstiernas Gata 45,3.0,"Sofia,",4738.0,7200000.0,2020-02-13,100000.0,20.0,72.0,3.0
Döbelnsgatan 77 A,3.0,"Vasastan,",1015.0,8900000.0,2020-02-13,107229.0,8.0,83.0,3.0
Döbelnsgatan 63,2.0,"Vasastan - City/Norrmalm,",2914.0,6650000.0,2020-02-13,116667.0,17.0,57.0,2.0
Wallingatan 11,2.0,"Vasastan - City/Norrmalm,",3876.0,8750000.0,2020-02-13,115132.0,17.0,76.0,3.0
Sankt Eriksplan 13,4.0,"Vasastan / Sankt Eriksplan,",2983.0,7500000.0,2020-02-13,113636.0,25.0,66.0,3.0
Karlbergsvägen 76,5.0,"Vasastan Birkastan,",2537.0,5900000.0,2020-02-13,75641.0,3.0,78.0,3.0
Katarina Bangata 65,5.0,"Södermalm,",1578.0,2800000.0,2020-02-13,100000.0,14.0,28.0,1.0
Renstiernas gata 30,1.0,"Södermalm Sofia,",2336.0,4120000.0,2020-02-13,82400.0,12.0,50.0,2.0
Sveavägen 111,3.0,"Vasastan,",3799.0,10700000.0,2020-02-13,89167.0,19.0,120.0,4.0
Blecktornsstigen 8,2.0,"Södermalm,",2107.0,3330000.0,2020-02-13,97941.0,24.0,34.0,1.0
Olof Dalins väg 16,5.0,"Kungsholmen - Kristinebergs Strand,",6668.0,8400000.0,2020-02-13,83168.0,1.0,101.0,3.0
Styrmansgatan 17A,1.0,"Östermalm,",1308.0,5900000.0,2020-02-13,118000.0,19.0,50.0,2.0
Franzéngatan 40,3.0,"Kungsholmen - Hornsbergs Strand,",4069.0,6450000.0,2020-02-13,75000.0,3.0,86.0,4.0
Krukmakargatan 10,2.0,"Maria,",3070.0,6070000.0,2020-02-12,87971.0,28.0,69.0,2.0
Völundsgatan 7,4.0,"Vasastan - Atlas,",1878.0,4470000.0,2020-02-12,106429.0,21.0,42.0,2.0
Rålambsvägen 69,3.0,"Kungsholmen - Fredhäll,",2453.0,3450000.0,2020-02-12,88462.0,11.0,39.0,2.0
Sandelsgatan 10,3.0,"Nedre Gärdet / Östermalm,",2747.0,4750000.0,2020-02-12,81897.0,1.0,58.0,2.0
Karlbergsvägen 9 A,3.0,"Vasastan - invid Odenplan,",1627.0,3900000.0,2020-02-12,121875.0,22.0,32.0,2.0
Karlsviksgatan 7,4.0,"Kungsholmen,",2700.0,4650000.0,2020-02-12,93000.0,16.0,50.0,2.0
Badstrandsvägen 27,2.0,"Kungsholmen - Stora Essingen,",2468.0,3050000.0,2020-02-12,72619.0,23.0,42.0,2.0
Kronobergsgatan 16,3.0,"Kungsholmen,",1685.0,3200000.0,2020-02-12,91429.0,11.0,35.0,1.0
Kungsholms Strand 165,5.0,"Kungsholmen,",3760.0,6740000.0,2020-02-12,80238.0,12.0,84.0,3.0
Taxgatan 2,3.0,"Norra Djurgårdsstaden,",4677.0,7325000.0,2020-02-12,82303.0,9.0,89.0,3.0
Nina Einhorns Gata 6,5.0,"Hagastaden,",4875.0,7500000.0,2020-02-12,85227.0,4.0,88.0,4.0
Runiusgatan 5,2.0,"Kungsholmen - Fredhäll,",3856.0,5160000.0,2020-02-12,62927.0,10.0,82.0,3.0
John Ericssonsgatan 15,2.0,"Kungsholmen - invid Norr Mälarstrand,",3883.0,7200000.0,2020-02-12,85714.0,4.0,84.0,3.0
Kungsklippan 11,5.0,"Kungsholmen,",1740.0,2850000.0,2020-02-12,118750.0,43.0,24.0,1.0
Observatoriegatan 12 A,3.0,"Vasastan - Odenplan,",2373.0,5850000.0,2020-02-12,108333.0,13.0,54.0,2.0
Kungsbro Strand 19,5.0,"Kungsholmen,",4698.0,6450000.0,2020-02-12,100781.0,17.0,64.0,3.0
Pontonjärgatan 18,1.0,"Kungsholmen,",2335.0,3725000.0,2020-02-12,98026.0,8.0,38.0,2.0
Pipersgatan  20,5.0,"Kungsholmen,",1745.0,2100000.0,2020-02-12,123529.0,6.0,17.0,1.0
Dannemoragatan 8A,0.0,"Vasastan,",3531.0,5900000.0,2020-02-12,78667.0,2.0,75.0,3.0
Sibyllegatan 20,3.0,"Östermalm,",2163.0,5000000.0,2020-02-12,111111.0,25.0,45.0,2.0
Alströmergatan 32 A,4.0,"Kungsholmen/Fridhemsplan,",1960.0,4000000.0,2020-02-11,100000.0,15.0,40.0,2.0
Vikingagatan 7,3.0,"Vasastan - Birkastan,",3252.0,5950000.0,2020-02-11,92969.0,8.0,64.0,2.0
Vanadisvägen 25,2.0,"Vasastan,",4693.0,11550000.0,2020-02-11,111058.0,28.0,104.0,4.0
Kungsholmsgatan 11,3.0,"Kungsholmen,",6718.0,8300000.0,2020-02-11,87368.0,2.0,95.0,5.0
Vikingagatan 21,1.0,"Vasastan - Birkastan,",2169.0,4985000.0,2020-02-11,99700.0,16.0,50.0,2.0
Ulriksborgsgatan 16,13.0,"Kungsholmen,",2257.0,3925000.0,2020-02-11,80102.0,9.0,49.0,2.0
Dalagatan 21,4.0,"Vasastan/Odenplan,",1371.0,4800000.0,2020-02-11,133333.0,38.0,36.0,2.0
Engelbrektsgatan 12A,2.0,"Östermalm,",1960.0,6280000.0,2020-02-11,116296.0,19.0,54.0,2.0
Pipersgatan 6,3.0,"Kungsholmen,",1558.0,6700000.0,2020-02-11,115517.0,22.0,58.0,2.0
Tjurbergsgatan 34,4.0,"Södermalm,",4342.0,7100000.0,2020-02-11,89873.0,14.0,79.0,3.0
Roslagsgatan 40D,1.0,"Vasastan,",1411.0,4600000.0,2020-02-11,112195.0,18.0,41.0,2.0
Primusgatan 74,2.0,"Lilla Essingen,",3981.0,4725000.0,2020-02-11,72692.0,5.0,65.0,2.0
Fatburs Brunnsgata 27,5.0,"Maria,",7238.0,7725000.0,2020-02-10,65466.0,3.0,118.0,5.0
Luntmakargatan 95,1.0,"Vasastan,",1541.0,4300000.0,2020-02-10,100000.0,13.0,43.0,2.0
Sandelsgatan 28,1.0,"Nedre Gärdet / Östermalm,",2750.0,7900000.0,2020-02-10,94048.0,5.0,84.0,3.0
John Ericssonsgatan 5,1.0,"Kungsholmen,",2628.0,5350000.0,2020-02-10,89167.0,10.0,60.0,2.0
Harry Martinsons gata 9,7.0,"Kungsholmen, Hornsbergs Strand,",4378.0,7900000.0,2020-02-10,76699.0,5.0,103.0,4.0
Södra Agnegatan 20,3.0,"Kungsholmen,",1793.0,7700000.0,2020-02-09,105479.0,14.0,73.0,3.0
Gävlegatan 26,14.0,"Vasastan,",2300.0,8300000.0,2020-02-09,180435.0,2.0,46.0,2.0
Norrtullsgatan 24,15.0,"Vasastan,",6611.0,16650000.0,2020-02-08,80825.0,1.0,206.0,5.0
Odengatan 87 A,33.0,"Vasastan,",2035.0,5400000.0,2020-02-08,108000.0,15.0,50.0,2.0
Strålgatan 33,33.0,"Lilla Essingen \ Kungsholmen,",2427.0,3000000.0,2020-02-08,75000.0,11.0,40.0,2.0
Karlsviksgatan 14,5.0,"Kungsholmen,",1838.0,8400000.0,2020-02-08,118310.0,15.0,71.0,3.0
Engelbrektsgatan 16,3.0,"Östermalm,",2500.0,5200000.0,2020-02-08,110638.0,16.0,47.0,2.0
Tulegatan 42,2.0,"Vasastan,",2607.0,5000000.0,2020-02-08,87719.0,3.0,57.0,3.0
Färgargårdstorget 96,3.0,"Södermalm Sofia,",3018.0,5925000.0,2020-02-07,85870.0,19.0,69.0,3.0
Studentbacken 34,6.0,"Östermalm / Gärdet,",3357.0,3910000.0,2020-02-07,78200.0,15.0,50.0,2.0
Birger Jarlsgatan 120 B,3.0,"Östermalm / Vasastan,",1586.0,4700000.0,2020-02-07,75806.0,8.0,62.0,2.0
Pontonjärgatan 32,5.0,"Kungsholmen/Norr Mälarstrand,",2530.0,6080000.0,2020-02-07,98065.0,16.0,62.0,2.0
Sandhamnsgatan 75 C,5.0,"Östermalm / Gärdet,",2904.0,4300000.0,2020-02-07,97727.0,13.0,44.0,2.0
Swedenborgsgatan 4A,3.0,,950.0,3100000.0,2020-02-07,124000.0,24.0,25.0,1.0
Brantingsgatan 25,34.0,"Östermalm / Nedre Gärdet,",2664.0,3800000.0,2020-02-07,97436.0,17.0,39.0,2.0
Celsiusgatan 7,3.0,"Kungsholmen Rådhuset,",1751.0,3950000.0,2020-02-07,87778.0,18.0,45.0,2.0
Frejgatan 47,5.0,"Vasastan,",2075.0,9500000.0,2020-02-07,111765.0,27.0,85.0,3.0
Atlasmuren 4,3.0,"Vasastan,",1468.0,3375000.0,2020-02-07,102273.0,17.0,33.0,2.0
Banérgatan 44,4.0,"Östermalm,",946.0,3300000.0,2020-02-07,132000.0,20.0,25.0,1.0
Roslagsgatan 41,3.0,"Vasastan,",3524.0,6100000.0,2020-02-07,88406.0,6.0,69.0,2.0
Folkungagatan 142,2.0,"Södermalm-Sofia,",919.0,2660000.0,2020-02-07,102308.0,8.0,26.0,1.0
Folkungagatan 74,2.0,"Södermalm SoFo,",4200.0,7650000.0,2020-02-07,88953.0,13.0,86.0,3.0
Gävlegatan 13,4.0,"Vasastan,",2337.0,4225000.0,2020-02-07,91848.0,16.0,46.0,2.0
Västgötagatan 19,4.0,"Katarina,",2379.0,5000000.0,2020-02-07,100000.0,19.0,50.0,2.0
Bergsundsgatan 16,4.0,"Södermalm - Hornstull,",1901.0,3235000.0,2020-02-07,104355.0,16.0,31.0,1.0
Gävlegatan 3,3.0,"Vasastan,",1705.0,4020000.0,2020-02-07,85532.0,2.0,47.0,2.0
Hornsgatan 158A,4.0,"Hornstull / Södermalm,",1769.0,3850000.0,2020-02-07,104054.0,21.0,37.0,2.0
Bondegatan 64A,4.0,"Södermalm,",1917.0,4545000.0,2020-02-07,98804.0,25.0,46.0,2.0
Grevgatan 49,4.0,"Östermalm,",1815.0,3700000.0,2020-02-06,112121.0,10.0,33.0,1.0
Sibyllegatan 54,5.0,"Östermalm,",2240.0,5650000.0,2020-02-06,102727.0,13.0,55.0,2.0
Geijersvägen 10,34.0,"Kungsholmen/Thorildsplan,",2193.0,2770000.0,2020-02-06,74865.0,8.0,37.0,1.0
Smedsbacksgatan 6,4.0,"Östermalm / Gärdet,",3321.0,4020000.0,2020-02-06,83750.0,6.0,48.0,2.0
Sankt Eriksgatan 83,2.0,"Vasastan,",4417.0,9500000.0,2020-02-06,87963.0,15.0,108.0,4.0
Heimdalsgatan 3,3.0,"Vasastan,",3869.0,10825000.0,2020-02-06,123011.0,17.0,88.0,4.0
Riddargatan 49A,2.0,"Östermalm,",1825.0,8000000.0,2020-02-06,115942.0,10.0,69.0,3.0
Olof Dalins väg 16,4.0,"Kungsholmen,",5057.0,5545000.0,2020-02-06,80362.0,11.0,69.0,3.0
Valhallavägen 22b,4.0,"Östermalm,",2456.0,5000000.0,2020-02-06,106383.0,26.0,47.0,2.0
Vulcanusgatan 10,2.0,"Vasastan/Atlas,",2023.0,4400000.0,2020-02-06,112821.0,26.0,39.0,2.0
Furusundsgatan 7,1.0,"Gärdet / Östermalm,",2146.0,2925000.0,2020-02-06,100862.0,17.0,29.0,1.0
Hälsingegatan 19,2.0,"Vasastan,",2254.0,6055000.0,2020-02-06,100917.0,18.0,60.0,2.0
Katarina Bangata 55,4.0,"Södermalm,",2128.0,3130000.0,2020-02-06,94848.0,21.0,33.0,1.0
Valhallavägen 146 B,2.0,"Östermalm - Gärdet,",3604.0,9500000.0,2020-02-06,101064.0,2.0,94.0,4.0
Industrigatan 7a,3.0,"Kungsholmen,",3642.0,3720000.0,2020-02-06,80870.0,16.0,46.0,2.0
Kungsholms Strand 135 B,4.0,"Kungsholmen,",2202.0,4950000.0,2020-02-06,93396.0,4.0,53.0,2.0
Sven Rinmans Gata 3,1.0,"Kungsholmen,",1907.0,3760000.0,2020-02-06,101622.0,12.0,37.0,2.0
Fridhemsgatan 62,3.0,"Kungsholmen,",2019.0,4500000.0,2020-02-06,90000.0,13.0,50.0,2.0
Wivalliusgatan 13,3.0,"Kungsholmen,",3236.0,4500000.0,2020-02-06,78947.0,13.0,57.0,2.0
Danderydsgatan 30A,2.0,"Östermalm,",1767.0,4700000.0,2020-02-06,114634.0,25.0,41.0,2.0
Heleneborgsgatan 20,5.0,"Högalid Södermalm,",3854.0,8260000.0,2020-02-06,125152.0,28.0,66.0,2.0
Heimdalsgatan 1,1.0,"Vasastan,",3527.0,7225000.0,2020-02-06,98973.0,11.0,73.0,3.0
Maria Prästgårdsgata 12,4.0,"Mariatorget,",2915.0,9075000.0,2020-02-06,97581.0,7.0,93.0,3.0
Sveavägen 122,3.0,"Vasastan - City/Norrmalm,",1102.0,2740000.0,2020-02-05,119130.0,25.0,23.0,1.0
Nybrogatan 76 B,4.0,"Östermalm,",2696.0,8100000.0,2020-02-05,108000.0,11.0,75.0,2.0
Valhallavägen 53,3.0,"Östermalm/ Vasastan,",1663.0,3030000.0,2020-02-05,108214.0,19.0,28.0,1.0
Rörstrandsgatan 22A,4.0,"Vasastan - Birkastan,",2496.0,6400000.0,2020-02-05,108475.0,16.0,59.0,2.0
Harry Martinsons Gata 11,9.0,"Kungsholmen,",4285.0,8150000.0,2020-02-05,81500.0,5.0,100.0,4.0
Östgötagatan 48A,3.0,"Södermalm,",1492.0,3640000.0,2020-02-05,95789.0,22.0,38.0,2.0
Vindragarvägen 4,5.0,"Södermalm / Reimersholme,",1407.0,2350000.0,2020-02-05,106818.0,18.0,22.0,1.0
Erik Dahlbergsgatan 24,4.0,"Gärdet / Östermalm,",2234.0,4775000.0,2020-02-05,111047.0,37.0,43.0,2.0
Valhallavägen 42,4.0,"Östermalm,",2812.0,6100000.0,2020-02-05,98387.0,23.0,62.0,2.0
Lundagatan 48A,3.0,"Högalid,",2374.0,4600000.0,2020-02-05,97872.0,21.0,47.0,2.0
Garvargatan 22,1.0,"Kungsholmen,",1859.0,3710000.0,2020-02-05,82444.0,24.0,45.0,2.0
Ernst Ahlgrens Väg 7,3.0,"Kungsholmen/ Fredhäll,",2329.0,3830000.0,2020-02-05,89070.0,16.0,43.0,2.0
Strindbergsgatan 44,1.0,"Östermalm/ Nedre Gärdet,",2134.0,3625000.0,2020-02-05,92949.0,7.0,39.0,2.0
Fleminggatan 81,5.0,"Kungsholmen,",4423.0,9750000.0,2020-02-05,92857.0,4.0,105.0,4.0
Lindhagensgatan 65,15.0,"Kungsholmen,",2459.0,3400000.0,2020-02-05,79070.0,14.0,43.0,2.0
Wargentinsgatan 5E,3.0,"Kungsholmen,",1750.0,2850000.0,2020-02-05,95000.0,4.0,30.0,1.0
Sankt Göransgatan 146,4.0,"Kungsholmen,",2218.0,3000000.0,2020-02-05,90909.0,13.0,33.0,1.0
Torsgatan 61,3.0,"Sankt Eriksplan,",1740.0,3590000.0,2020-02-05,99722.0,16.0,36.0,1.0
Fatburs Brunnsgata 11,2.0,"Södermalm,",5205.0,5550000.0,2020-02-05,64535.0,5.0,86.0,3.0
Kronobergsgatan 41,4.0,"Kungsholmen,",3182.0,6750000.0,2020-02-05,95070.0,15.0,71.0,3.0
Drottningholmsvägen 31,6.0,"Kungsholmen/Fridhemsplan,",2795.0,4500000.0,2020-02-04,76271.0,13.0,59.0,2.0
Surbrunnsgatan 56,3.0,"Vasastan,",2558.0,7060000.0,2020-02-04,99437.0,19.0,71.0,3.0
Riddargatan 29B,3.0,"Östermalm,",3316.0,8650000.0,2020-02-04,102976.0,4.0,84.0,3.0
Jakob Westinsgatan 7,5.0,"Kungsholmen Norr Mälarstrand,",3179.0,7550000.0,2020-02-04,104861.0,19.0,72.0,3.0
Tulegatan 49,6.0,"Vasastan,",2648.0,7375000.0,2020-02-04,108456.0,23.0,68.0,3.0
Kammakargatan 14,2.0,"Norrmalm,",1458.0,4270000.0,2020-02-04,115405.0,34.0,37.0,2.0
Sandhamnsgatan 57C,2.0,"Gärdet,",1788.0,3100000.0,2020-02-04,93939.0,11.0,33.0,1.0
Skeppargatan 71,1.0,"Nedre Gärdet / Östermalm,",4041.0,7000000.0,2020-02-04,82353.0,8.0,85.0,3.0
Atlasgatan 12,2.0,"Vasastan,",1279.0,3300000.0,2020-02-04,113793.0,23.0,29.0,1.0
Karlsviksgatan 12,5.0,"Kungsholmen,",1340.0,3220000.0,2020-02-04,100625.0,19.0,32.0,1.0
Folkskolegatan 4,4.0,"Södermalm / Hornstull,",1887.0,3670000.0,2020-02-04,104857.0,23.0,35.0,2.0
Karlsviksgatan 14,2.0,,1159.0,4000000.0,2020-02-04,102564.0,14.0,39.0,2.0
Sankt Eriksgatan 1,1.0,"Kungsholmen,",2266.0,4030000.0,2020-02-04,87609.0,15.0,46.0,2.0
Storgatan 29,1.0,"Östermalm,",1975.0,16000000.0,2020-02-04,109589.0,11.0,146.0,6.0
Primusgatan 86,2.0,"Lilla Essingen,",2848.0,3500000.0,2020-02-04,74468.0,6.0,47.0,2.0
Melodislingan 7,4.0,"Östermalm / Nedre Gärdet,",5749.0,9600000.0,2020-02-03,112941.0,7.0,85.0,3.0
Brantingsgatan 42,3.0,"Gärdet / Östermalm,",3219.0,6000000.0,2020-02-03,103448.0,33.0,58.0,2.0
Reimersholmsgatan 59,3.0,"Södermalm/Reimersholme,",4471.0,5350000.0,2020-02-03,76429.0,13.0,70.0,2.0
Furusundsgatan 11,7.0,"Gärdet / Östermalm,",2094.0,3750000.0,2020-02-03,110294.0,25.0,34.0,2.0
Gästrikegatan 8,3.0,"Vasastan,",4966.0,9200000.0,2020-02-03,108235.0,12.0,85.0,3.0
Fridhemsgatan 15,7.0,"Kungsholmen,",2753.0,5300000.0,2020-02-02,96364.0,22.0,55.0,2.0
Kristinehovsgatan 5A,55.0,"Högalid,",4318.0,5800000.0,2020-02-02,87879.0,16.0,66.0,2.0
Rörstrandsgatan 16A,3.0,"Vasastan Birkastan,",5310.0,13800000.0,2020-02-01,97183.0,15.0,142.0,5.0
Lundagatan 48A,0.0,"Södermalm- Högalid,",1182.0,2400000.0,2020-02-01,120000.0,20.0,20.0,1.0
Lars Forssells Gata 33,6.0,"Kungsholmen - Hornsbergs Strand,",2137.0,4025000.0,2020-01-31,89444.0,7.0,45.0,2.0
Torsplan 8,9.0,"Hagastaden,",3866.0,5950000.0,2020-01-31,94444.0,3.0,63.0,2.0
Pontonjärgatan 4,4.0,"Kungsholmen,",3329.0,4300000.0,2020-01-31,89583.0,8.0,48.0,2.0
Tomtebogatan 32,3.0,"Stockholm,",3990.0,7600000.0,2020-01-31,91566.0,10.0,83.0,3.0
Observatoriegatan 9,2.0,"Vasastan,",2920.0,5650000.0,2020-01-31,95763.0,3.0,59.0,2.0
Dalagatan 76 A,3.0,"Vasastan,",3081.0,6350000.0,2020-01-31,109483.0,12.0,58.0,2.0
Alströmergatan 32K,2.0,"Kungsholmen,",1895.0,3405000.0,2020-01-31,87308.0,14.0,39.0,1.0
Johannesgatan 10,1.0,"Vasastan - Norrmalm,",1867.0,4000000.0,2020-01-31,108108.0,25.0,37.0,2.0
Grubbens Gata 3,2.0,"Kungsholmen,",3263.0,6350000.0,2020-01-31,93382.0,12.0,68.0,2.0
Rindögatan 14,2.0,"Gärdet,",1715.0,2920000.0,2020-01-31,116800.0,18.0,25.0,1.0
Ängskärsgatan 4,6.0,"Nedre Gärdet,",3493.0,7000000.0,2020-01-31,98592.0,17.0,71.0,3.0
Norrtullsgatan 41,56.0,"Vasastan,",4310.0,10400000.0,2020-01-31,111828.0,7.0,93.0,4.0
Atlasgatan 1,4.0,"Vasastan - Atlas,",2955.0,5550000.0,2020-01-30,88095.0,11.0,63.0,2.0
Kronobergsgatan 20,4.0,"Kungsholmen,",1077.0,3010000.0,2020-01-30,188125.0,35.0,16.0,1.0
Lindhagensgatan 67,15.0,"Kungsholmen - Thorildsplan,",2459.0,3305000.0,2020-01-30,76860.0,10.0,43.0,2.0
Bergsgatan 37,2.0,"Kungsholmen,",1647.0,6325000.0,2020-01-30,84333.0,9.0,75.0,3.0
Wallingatan 16,2.0,"Vasastan - City/Norrmalm,",2830.0,5270000.0,2020-01-30,112128.0,17.0,47.0,2.0
Essinge Brogata 15,4.0,"Lilla Essingen,",1947.0,3250000.0,2020-01-30,83333.0,25.0,39.0,2.0
Strålgatan 8,3.0,"Lilla Essingen,",1812.0,2550000.0,2020-01-30,98077.0,28.0,26.0,1.0
Valhallavägen 174,2.0,"Östermalm,",1914.0,3748000.0,2020-01-30,93700.0,7.0,40.0,1.0
Gävlegatan 7,4.0,"Vasastan Rödabergen,",1705.0,4000000.0,2020-01-30,95238.0,14.0,42.0,2.0
Bondegatan 64,15.0,"Södermalm Sofia,",3583.0,8350000.0,2020-01-30,94886.0,29.0,88.0,4.0
Timmermansgatan 39,3.0,"Södermalm,",4255.0,10250000.0,2020-01-30,100490.0,8.0,102.0,4.0
Sågargatan 17,3.0,"Södermalm - Sofia,",1673.0,2650000.0,2020-01-30,120455.0,21.0,22.0,1.0
Rörstrandsgatan 12 A,2.0,"Vasastan/Birkastan,",1325.0,3940000.0,2020-01-30,115882.0,16.0,34.0,1.0
Valhallavägen 155,5.0,"Östermalm/Nedre Gärdet,",3821.0,12650000.0,2020-01-30,125248.0,17.0,101.0,4.0
Rörstrandsgatan 23,3.0,"Vasastan - Birkastan,",1405.0,2895000.0,2020-01-29,107222.0,16.0,27.0,1.0
Sankt Paulsgatan 18,4.0,"Maria,",1778.0,4650000.0,2020-01-29,105682.0,18.0,44.0,2.0
Nina Einhorns gata 3,3.0,"Hagastaden Vasastan,",4562.0,7650000.0,2020-01-29,85000.0,1.0,90.0,4.0
Atterbomsvägen 30,3.0,"Kungsholmen,",2727.0,4100000.0,2020-01-29,80392.0,17.0,51.0,2.0
Artemisgatan 16,3.0,"Hjorthagen,",3243.0,3800000.0,2020-01-29,66667.0,12.0,57.0,2.0
Flintbacken 6,12.0,"Södermalm Högalid,",1359.0,2860000.0,2020-01-29,95333.0,16.0,30.0,1.0
Rålambsvägen 16A,3.0,"Kungsholmen,",3574.0,4175000.0,2020-01-29,67339.0,13.0,62.0,2.0
Industrigatan 5,3.0,"Kungsholmen,",1139.0,3150000.0,2020-01-29,90000.0,15.0,35.0,2.0
Ölandsgatan 47,3.0,"Södermalm Katarina,",3089.0,4700000.0,2020-01-29,82456.0,12.0,57.0,2.0
Upplandsgatan 66,3.0,"Vasastan,",2425.0,5875000.0,2020-01-29,103070.0,15.0,57.0,2.0
Sandelsgatan 35,6.0,"Östermalm - Gärdet,",2198.0,4075000.0,2020-01-29,99390.0,9.0,41.0,2.0
Swedenborgsgatan 10,2.0,"Södermalm / Mariatorget,",3013.0,10000000.0,2020-01-29,100000.0,11.0,100.0,3.0
Maria Prästgårdsgata 1B,4.0,"Stockholm,",2751.0,5430000.0,2020-01-29,90500.0,13.0,60.0,2.0
Fatburs Kvarngata 11,1.0,,3425.0,3400000.0,2020-01-29,62963.0,14.0,54.0,1.0
Valhallavägen 49,2.0,"Östermalm,",1010.0,2560000.0,2020-01-29,121905.0,28.0,21.0,1.0
Frejgatan 48,4.0,"Odenplan, Vasastan,",1893.0,3515000.0,2020-01-29,106515.0,14.0,33.0,1.0
Sibyllegatan 55,4.0,"Östermalm,",3658.0,10600000.0,2020-01-29,107071.0,1.0,99.0,3.0
Högalidsgatan 31,3.0,"Södermalm - Högalid,",1737.0,2760000.0,2020-01-29,110400.0,20.0,25.0,1.0
Ivan Oljelunds gränd 4,3.0,"Kungsholmen,",5950.0,7500000.0,2020-01-29,90361.0,15.0,83.0,3.0
Frejgatan 46B,2.0,"Vasastan - Odenplan,",2226.0,4800000.0,2020-03-17,109091.0,20.0,44.0,2.0
Frejgatan 42,2.0,"Vasastan - Odenplan,",2444.0,6075000.0,2020-03-17,97984.0,7.0,62.0,2.0
Rörstrandsgatan 36A,3.0,"Vasastan - Birkastan,",3329.0,6850000.0,2020-03-17,105385.0,15.0,65.0,2.0
Rörstrandsgatan 48,4.0,"Vasastan - Birkastan,",4284.0,7600000.0,2020-03-17,100000.0,1.0,76.0,3.0
Östgötagatan 85,1.0,"Södermalm - SOFO,",2763.0,5625000.0,2020-03-17,86538.0,9.0,65.0,2.0
Brantingsgatan 17,4.0,"Gärdet,",2537.0,5050000.0,2020-03-17,109783.0,31.0,46.0,3.0
Wargentinsgatan 5B,3.0,"Kungsholmen,",2257.0,4050000.0,2020-03-17,101250.0,17.0,40.0,2.0
Linnégatan 8,4.0,"Östermalm,",2278.0,11600000.0,2020-03-17,109434.0,8.0,106.0,4.0
Hälsingegatan 6,2.0,"Vasastan - Odenplan,",1509.0,6050000.0,2020-03-16,106140.0,13.0,57.0,2.0
Runebergsgatan 9,4.0,"Östermalm,",3088.0,8150000.0,2020-03-16,116429.0,19.0,70.0,3.0
